artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
Halestorm,Still Of The Night,42.0,0.000148,0.54,264120.0,0.965,0.000884,F#,0.342,-3.591,Minor,0.0677,,0.34,Alternative
Steve Lacy,Like me,53.0,0.0532,0.573,544026.0,0.7070000000000001,0.00231,F,0.0911,-7.255,Minor,0.0944,136.222,0.0577,Alternative
Grouplove,Colours,54.0,0.0211,0.529,257787.0,0.83,0.0,F#,0.0983,-5.428,Major,0.0397,93.93299999999999,0.318,Alternative
Kiana Ledé,Fairplay,60.0,0.585,0.726,169040.0,0.6679999999999999,0.000338,F,0.165,-5.916,Minor,0.158,139.885,0.604,Alternative
The Whitest Boy Alive,Golden Cage,49.0,0.1369999999999999,0.835,242440.0,0.693,0.49200000000000005,E,0.136,-6.521,Minor,0.0374,119.699,0.929,Alternative
Hinder,Lips Of An Angel,68.0,0.0328,0.47600000000000003,261853.0,0.769,0.0,D,0.1969999999999999,-5.3439999999999985,Major,0.0332,129.05100000000002,0.287,Alternative
KAYTRANADA,ONE TOO MANY,48.0,0.036000000000000004,0.8109999999999999,218240.0,0.665,5.26e-06,C#,0.185,-7.0089999999999995,Major,0.221,,0.34700000000000003,Alternative
marcos g,single (on the weekend),49.0,0.174,0.846,155534.0,0.384,0.0,F#,0.0895,-5.943,Minor,0.132,141.983,0.42,Alternative
Stone Sour,Taciturn,51.0,0.0627,0.28600000000000003,325627.0,0.547,3.16e-06,E,0.1119999999999999,-7.922999999999999,Major,0.0318,174.717,0.4529999999999999,Alternative
NEEDTOBREATHE,TESTIFY,57.0,0.47100000000000003,0.495,243800.0,0.71,0.0,C,0.0703,-3.9410000000000003,Major,0.0288,90.024,0.319,Alternative
Skillet,Freakshow,42.0,0.0034,0.608,278800.0,0.946,3.34e-06,B,0.363,-3.5210000000000004,Minor,0.066,121.99799999999999,0.485,Alternative
,Work,60.0,0.0347,0.787,177667.0,0.8320000000000001,0.0,A#,0.0593,-4.671,Major,0.301,92.60600000000001,0.8140000000000001,Alternative
for KING & COUNTRY,Need You More,46.0,0.847,0.597,237073.0,0.109,0.929,F#,0.1969999999999999,-19.347,Major,0.038,81.992,0.0365,Alternative
MGMT,One Thing Left to Try,46.0,0.00678,0.5760000000000001,260347.0,0.94,0.00066,G#,0.308,-4.541,Major,0.0445,128.017,0.667,Alternative
Coheed and Cambria,Old Flames,46.0,0.127,0.442,,0.897,0.0,D,0.0993,-6.1610000000000005,Major,0.11,148.844,0.174,Alternative
IAMDDB,Shade,61.0,0.386,0.799,,0.679,0.0,C,0.111,-3.4760000000000004,Minor,0.0364,122.01100000000001,0.408,Alternative
Nine Inch Nails,Head Like A Hole,61.0,0.0091,0.6679999999999999,299640.0,0.8029999999999999,0.00182,A,0.5710000000000001,-11.282,Major,0.0459,115.38600000000001,0.423,Alternative
Clap Your Hands Say Yeah,The Skin of My Yellow Country Teeth,45.0,0.00695,0.4589999999999999,343773.0,0.97,0.0001409999999999,C,0.128,-5.1789999999999985,Major,0.0638,141.609,0.3939999999999999,Alternative
Black Stone Cherry,Can't You See,52.0,0.000469,0.3979999999999999,211160.0,0.846,2.46e-05,B,0.172,-4.217,Major,0.0441,149.893,0.41100000000000003,Alternative
Hollywood Undead,Another Level,53.0,0.145,0.73,199187.0,0.899,0.0,A,0.159,-4.427,Major,0.0866,127.99600000000001,0.753,Alternative
Shinedown,PYRO,48.0,1.36e-05,0.456,230893.0,0.978,0.816,E,0.133,-3.4610000000000003,Minor,0.1009999999999999,148.06,0.226,Alternative
Rise Against,Prayer Of The Refugee,63.0,0.00228,0.253,199387.0,0.9690000000000001,1.88e-05,D#,0.434,-3.46,Minor,0.133,150.93,0.43700000000000006,Alternative
Frank Ocean,Pyramids,61.0,0.0134,0.405,592920.0,0.647,7.62e-05,F,0.8190000000000001,-6.109,Minor,0.0482,131.952,0.196,Alternative
Stone Sour,Gimme Shelter (feat. Lzzy Hale),45.0,0.0115,0.597,266926.0,0.862,9.44e-05,C#,0.1369999999999999,-5.872999999999998,Minor,0.0336,120.015,0.635,Alternative
Breaking Benjamin,Close to Heaven,48.0,6.96e-05,0.384,249213.0,0.912,0.0003549999999999,D#,0.0967,-4.543,Minor,0.0738,162.97899999999998,0.508,Alternative
Screaming Trees,Shadow Of The Season,45.0,4.6299999999999994e-05,0.163,273813.0,0.937,0.00297,C,0.37200000000000005,-5.502000000000002,Major,0.0882,184.482,0.413,Alternative
Cultura Profética,Llevarte Allí,57.0,0.307,0.774,280313.0,0.584,0.0021100000000000003,B,0.13,-7.886,Minor,0.0582,127.99799999999999,0.6920000000000001,Alternative
DevilDriver,Clouds Over California,53.0,9.109999999999999e-05,0.4589999999999999,249853.0,0.966,0.017,D,0.217,-3.985,Major,0.0758,175.06900000000002,0.376,Alternative
Sorority Noise,A Portrait Of,40.0,0.0016300000000000002,0.251,210255.0,0.7290000000000001,0.00813,C#,0.0872,-5.433,Major,0.0604,,0.353,Alternative
Electric Guest,Oh Devil - Radio Version,57.0,0.184,0.894,217387.0,0.565,0.0066799999999999,G,0.2239999999999999,-5.484,Minor,0.0788,96.98700000000001,0.6859999999999999,Alternative
Violent Femmes,Kiss Off,51.0,0.159,0.648,176733.0,0.305,0.0,E,0.133,-20.741,Minor,0.065,87.22,0.823,Alternative
The Raconteurs,Now That You're Gone,60.0,0.261,0.506,236663.0,0.3289999999999999,0.158,G,0.0682,-13.312999999999999,Major,0.064,200.13299999999998,0.503,Alternative
Rejjie Snow,Egyptian Luvr (feat. Aminé and Dana Williams),52.0,0.0553,0.8340000000000001,256613.0,0.591,0.0,A#,0.07400000000000001,-7.542999999999998,Minor,0.305,104.944,0.9,Alternative
Red Hot Chili Peppers,Sick Love,62.0,0.183,0.591,221440.0,0.794,0.0,E,0.292,-5.935,Minor,0.069,147.974,0.875,Alternative
,Army,46.0,0.0001699999999999,0.504,226000.0,0.907,0.000161,C,0.187,-5.4910000000000005,Minor,0.066,120.01700000000001,0.418,Alternative
Mom Jeans.,*Sobs Quietly*,48.0,0.00599,0.42100000000000004,118465.0,0.785,1.5e-06,D,0.0941,-9.461,Major,0.095,117.021,0.396,Alternative
The Neighbourhood,Roll Call,49.0,0.00932,0.562,250400.0,0.542,0.348,C,0.635,-7.221,Major,0.053,78.031,0.26,Alternative
El Tri,Triste canción,60.0,0.0762,0.401,,0.937,0.0015400000000000001,D,0.2689999999999999,-6.2429999999999986,Minor,0.1639999999999999,148.036,0.696,Alternative
,Let It Burn,52.0,0.0004309999999999,0.42,297827.0,0.899,0.000245,B,0.23,-5.4460000000000015,Minor,0.0745,,0.193,Alternative
My Morning Jacket,One Big Holiday,46.0,0.0925,0.41200000000000003,321373.0,0.917,0.0143,A,0.24,-7.0360000000000005,Minor,0.0525,136.85,0.313,Alternative
Majid Jordan,Body Talk,50.0,0.1989999999999999,0.789,207057.0,0.507,0.0,F#,0.0704,-8.916,Minor,0.0754,91.979,0.226,Alternative
Limp Bizkit,Rollin' (Air Raid Vehicle),70.0,0.00506,0.599,213760.0,0.932,0.0,A,0.2689999999999999,-3.3280000000000003,Major,0.18,96.234,0.6920000000000001,Alternative
,Brompton Cocktail,48.0,0.00091,0.504,252640.0,0.961,3.04e-05,G,0.41700000000000004,-4.697,Major,0.0799,150.01,0.36,Alternative
Majid Jordan,Make It Work,47.0,0.00275,0.75,224373.0,0.643,0.00283,E,0.146,-7.43,Major,0.0533,107.01700000000001,0.3429999999999999,Alternative
Majid Jordan,One I Want (feat. PARTYNEXTDOOR),59.0,0.257,0.9129999999999999,212547.0,0.223,8.78e-05,B,0.0786,-12.421,Minor,0.321,139.968,0.35,Alternative
Joywave,It's A Trip!,57.0,0.114,0.679,183525.0,0.71,0.00322,G#,0.255,-5.0089999999999995,Minor,0.0321,,0.685,Alternative
Madvillain,Sickfit,44.0,0.00831,0.639,81880.0,0.9570000000000001,0.855,D,0.203,-7.864,Minor,0.386,95.03299999999999,0.188,Alternative
Mom Jeans.,Girl Scout Cookies,44.0,0.00466,0.619,225863.0,0.6779999999999999,0.00517,A#,0.1169999999999999,-9.341000000000001,Major,0.0385,91.289,0.424,Alternative
Nirvana,Polly,54.0,0.708,0.613,196394.0,0.392,6.43e-05,B,0.905,-11.981,Major,0.0415,115.038,0.43200000000000005,Alternative
Hollywood Undead,Bang Bang,52.0,0.00144,0.561,220849.0,0.9079999999999999,0.0,A,0.1169999999999999,-3.282,Minor,0.136,135.076,0.42700000000000005,Alternative
Cults,You Know What I Mean,45.0,0.001,0.317,151733.0,0.568,0.0,B,0.0813,-6.02,Major,0.0297,,0.3,Alternative
Foxing,Night Channels,40.0,0.306,0.508,256862.0,0.502,0.00465,B,0.43,-8.559,Minor,0.0352,137.937,0.141,Alternative
Newsboys,The King Is Coming,45.0,0.0004599999999999,0.531,286587.0,0.807,0.0,D,0.156,-6.181,Major,0.0346,127.024,0.385,Alternative
P.O.D.,Alive - Chris Lord-Alge Mix,59.0,1.21e-05,0.42100000000000004,205027.0,0.95,0.00021400000000000002,A#,0.314,-3.985,Major,0.0768,80.91199999999999,0.5529999999999999,Alternative
Shaman's Harvest,Ten Million Voices,46.0,0.00798,0.49,238227.0,0.71,0.0,C,0.127,-3.135,Minor,0.0332,,0.43700000000000006,Alternative
Like A Storm,Wish You Hell,41.0,0.00461,0.544,203714.0,0.9179999999999999,0.00108,F,0.336,-4.09,Major,0.0544,97.959,0.47200000000000003,Alternative
Bishop Briggs,The Way I Do,58.0,0.0812,0.331,243213.0,0.607,1.59e-05,C,0.23,-4.7860000000000005,Major,0.0676,158.737,0.11800000000000001,Alternative
The Internet,Dontcha,48.0,0.0161,0.861,,0.34600000000000003,0.127,G#,0.10400000000000001,-12.033,Minor,0.0702,115.264,0.579,Alternative
tobi lou,My Party,51.0,0.268,0.799,184380.0,0.445,0.0,B,0.1159999999999999,-8.387,Major,0.145,163.011,0.508,Alternative
Car Seat Headrest,Bodys,52.0,0.00135,0.518,406935.0,0.8420000000000001,0.0115,D,0.132,-7.3610000000000015,Major,0.0533,,0.249,Alternative
Microwave,Vomit,41.0,0.00125,0.47,176880.0,0.8590000000000001,0.000131,C#,0.43,-6.725,Major,0.0373,135.545,0.245,Alternative
The Avett Brothers,Famous Flower of Manhattan,47.0,0.843,0.5529999999999999,232453.0,0.155,0.0001199999999999,A,0.114,-8.905,Major,0.034,102.99,0.45,Alternative
,Hearts Like Ours,48.0,5e-05,0.3779999999999999,272053.0,0.6940000000000001,0.0881,F#,0.0855,-5.593,Major,0.0306,177.90200000000002,0.152,Alternative
Rage Against The Machine,Renegades Of Funk,62.0,0.0018399999999999,0.6509999999999999,274160.0,0.9079999999999999,0.000579,D,0.384,-4.019,Major,0.0577,123.851,0.769,Alternative
Disturbed,Ten Thousand Fists,59.0,2.55e-05,0.54,212040.0,0.977,0.0553,C#,0.0533,-3.409,Major,0.0878,106.911,0.21100000000000002,Alternative
Zoé,Nada,49.0,0.132,0.611,260800.0,0.81,0.0459,D,0.1889999999999999,-5.9929999999999986,Minor,0.0263,132.965,0.5489999999999999,Alternative
Earl Sweatshirt,Burgundy,49.0,0.218,0.539,127413.0,0.846,0.0,C,0.251,-5.539,Major,0.252,130.358,0.49,Alternative
The Driver Era,Giveuwhatuwant,48.0,0.0633,0.643,200460.0,0.836,0.0,F#,0.125,-6.875,Major,0.059000000000000004,136.09799999999998,0.755,Alternative
Tift Merritt,Traveling Alone,50.0,0.85,0.509,284960.0,0.31,0.000268,D,0.102,-11.033,Major,0.0404,80.529,0.2269999999999999,Alternative
Saba,World In My Hands,47.0,0.0495,0.816,230625.0,0.691,0.0,C#,0.083,-4.772,Minor,0.158,136.05700000000002,0.4029999999999999,Alternative
Daughtry,Wild Heart,45.0,0.00262,0.5710000000000001,230627.0,0.7140000000000001,0.0,G#,0.0954,-5.561,Major,0.0447,,0.479,Alternative
Freddie Gibbs,"Piñata (feat. Domo Genesis, G-Wiz, Casey Veggies, Sulaiman, Meechy Darko, Mac Miller)",44.0,0.0497,0.491,513707.0,0.8109999999999999,1.3699999999999998e-05,G,0.634,-9.887,Major,0.5429999999999999,159.635,0.1669999999999999,Alternative
TobyMac,Me Without You,51.0,0.00247,0.775,214665.0,0.785,0.0,G,0.0669,-3.503,Minor,0.0411,130.029,0.963,Alternative
duendita,One of One,44.0,0.992,0.499,139755.0,0.0867,4.02e-05,A,0.132,-18.88,Minor,0.0385,137.189,0.252,Alternative
Freddie Gibbs,2 Legit,43.0,0.2739999999999999,0.772,147632.0,0.619,0.0,F,0.502,-4.397,Minor,0.373,152.376,0.561,Alternative
Injury Reserve,S on Ya Chest,50.0,0.18,0.6729999999999999,264984.0,0.757,0.0,G#,0.039,-5.087,Major,0.222,96.126,0.6409999999999999,Alternative
Coheed and Cambria,A Favor House Atlantic,53.0,0.0007059999999999,0.294,234707.0,0.97,0.0,E,0.12300000000000001,-4.942,Major,0.265,166.475,0.14400000000000002,Alternative
Broken Bells,The Remains of Rock & Roll,55.0,0.012,0.622,294520.0,0.6759999999999999,1.82e-05,C,0.0804,-6.385,Major,0.0252,111.984,0.7090000000000001,Alternative
Aleks Syntek,Corazones Invencibles,59.0,0.23800000000000002,0.557,217427.0,0.701,0.0,C,0.184,-3.4360000000000004,Major,0.0289999999999999,133.85399999999998,0.324,Alternative
All That Remains,Two Weeks,58.0,0.0017399999999999,0.564,257347.0,0.941,6.42e-05,A,0.242,-4.787,Major,0.051,,0.542,Alternative
The Goo Goo Dolls,Name,65.0,0.0691,0.4639999999999999,270000.0,0.701,0.00182,A,0.0766,-5.943,Major,0.0341,73.97,0.40700000000000003,Alternative
Switchfoot,Live It Well,44.0,0.0494,0.48700000000000004,236347.0,0.852,0.0,B,0.11,-4.875,Major,0.0526,149.868,0.40700000000000003,Alternative
Queens of the Stone Age,In My Head,44.0,0.0129,0.48,241200.0,0.9229999999999999,6.28e-05,A,0.1169999999999999,-4.062,Major,0.0382,134.304,0.434,Alternative
Smino,L.M.F.,55.0,0.354,0.898,188500.0,0.677,4.85e-06,C#,0.449,-6.907,Major,0.36200000000000004,155.02,0.8640000000000001,Alternative
Jane's Addiction,Stop,54.0,0.0116,0.433,254840.0,0.752,0.000667,A,0.59,-8.365,Major,0.113,122.90100000000001,0.36200000000000004,Alternative
Xavier Omär,Change On Me (feat. Leuca),43.0,0.26,0.695,225441.0,0.485,0.0,B,0.111,-8.671,Minor,0.134,137.974,0.35200000000000004,Alternative
From Ashes to New,The Future,47.0,0.1119999999999999,0.597,225233.0,0.932,0.0,E,0.193,-5.227,Minor,0.0795,142.017,0.737,Alternative
Injury Reserve,North Pole,45.0,0.45,0.599,260612.0,0.451,0.0,E,0.38,-11.657,Minor,0.382,76.78399999999999,0.49200000000000005,Alternative
Korn,Did My Time,43.0,5.9e-05,0.546,244493.0,0.8640000000000001,0.00224,C#,0.304,-3.8930000000000002,Major,0.0475,93.022,0.2739999999999999,Alternative
The Story So Far,States and Minds,41.0,0.0012,0.499,50720.0,0.99,0.7829999999999999,E,0.7340000000000001,-3.944,Major,0.165,167.19799999999998,0.441,Alternative
Pearl Jam,The Fixer,55.0,0.00018,0.531,177560.0,0.92,0.00613,B,0.32,-5.013,Minor,0.0397,152.2,0.9,Alternative
Three Days Grace,Gone Forever,57.0,0.0175,0.409,221093.0,0.7609999999999999,0.0,D,0.114,-4.5139999999999985,Major,0.031,,0.271,Alternative
The Story So Far,Need to Know,46.0,4.5600000000000004e-05,0.247,171938.0,0.927,1.04e-05,G#,0.345,-4.293,Minor,0.0803,95.0,0.49,Alternative
Mondo Cozmo,Plastic Soul,37.0,0.239,0.389,298333.0,0.7140000000000001,0.757,D#,0.1689999999999999,-5.232,Major,0.0315,77.294,0.348,Alternative
Gorillaz,Last Living Souls,52.0,0.0283,0.8490000000000001,,0.536,0.45,A,0.0659,-5.596,Minor,0.0582,137.06799999999998,0.89,Alternative
Nao,If You Ever (feat. 6LACK),60.0,0.0895,0.488,221736.0,0.62,3.0299999999999998e-05,C,0.122,-7.399,Minor,0.12300000000000001,111.99600000000001,0.3779999999999999,Alternative
Foo Fighters,The Sky Is A Neighborhood,66.0,0.000799,0.358,244573.0,0.5489999999999999,0.00503,B,0.22,-7.843,Minor,0.0693,130.733,0.5329999999999999,Alternative
Run The Jewels,Don't Get Captured,42.0,0.013000000000000001,0.764,192227.0,0.574,5.96e-06,C#,0.541,-7.392,Major,0.1119999999999999,131.041,0.2319999999999999,Alternative
Audio Adrenaline,Kings & Queens,43.0,0.0269,0.573,229373.0,0.8290000000000001,0.0,C,0.113,-5.606,Major,0.0408,128.039,0.397,Alternative
Hollyn,isn't it harmless?,40.0,0.31,0.665,195880.0,0.506,0.0,G,0.0902,-6.624,Minor,0.0536,119.956,0.14800000000000002,Alternative
Three Days Grace,The Real You,48.0,0.317,0.4429999999999999,235573.0,0.552,0.00011200000000000001,G,0.266,-6.837999999999999,Minor,0.0347,168.12400000000002,0.265,Alternative
Drowning Pool,Sinner,51.0,0.000314,0.5770000000000001,147333.0,0.963,1.59e-05,E,0.0559999999999999,-2.6010000000000004,Major,0.0801,120.94,0.552,Alternative
The 1975,I Always Wanna Die (Sometimes),64.0,0.00499,0.368,314663.0,0.511,0.000728,E,0.1169999999999999,-5.477,Major,0.0329,149.243,0.0504,Alternative
Angel Olsen,Never Be Mine,49.0,0.196,0.527,221400.0,0.622,1.32e-06,E,0.309,-7.1129999999999995,Major,0.0339,118.49600000000001,0.506,Alternative
Frank Ocean,Ivy,72.0,0.782,0.5670000000000001,249191.0,0.3879999999999999,0.000309,A,0.248,-9.579,Minor,0.0384,116.36200000000001,0.452,Alternative
Incubus,Pardon Me,63.0,0.00114,0.579,223747.0,0.812,0.0033299999999999,C#,0.115,-6.5089999999999995,Minor,0.0693,,0.278,Alternative
Broken Bells,The Mall & Misery,47.0,0.364,0.585,246973.0,0.653,0.0117,D#,0.133,-6.473,Minor,0.0377,136.937,0.284,Alternative
Generationals,Catahoula Man,46.0,0.0238,0.69,246768.0,0.627,0.000472,D,0.311,-5.271,Major,0.0254,98.021,0.698,Alternative
Evanescence,Call Me When You're Sober,62.0,0.00193,0.45,,0.883,0.0,G,0.293,-4.0939999999999985,Major,0.0524,93.41,0.3279999999999999,Alternative
Myles Cameron,Caged Bird,48.0,0.768,0.575,235200.0,0.35200000000000004,0.485,C#,0.0974,-13.812999999999999,Major,0.0388,,0.447,Alternative
The Avett Brothers,Shame,43.0,0.546,0.516,233853.0,0.425,0.0,G#,0.171,-5.502999999999999,Major,0.0785,143.155,0.303,Alternative
dvsn,Mood,53.0,0.318,0.622,215045.0,0.446,0.0135,A,0.0904,-9.647,Minor,0.22,68.85,0.168,Alternative
Tenacious D,Dude (I Totally Miss You),48.0,0.17,0.627,173640.0,0.478,6.92e-05,E,0.301,-7.141,Minor,0.038,129.96200000000002,0.3779999999999999,Alternative
Five Finger Death Punch,M.I.N.E (End This Way),51.0,0.00137,0.524,245952.0,0.914,0.0,B,0.109,-3.819,Minor,0.0406,132.065,0.271,Alternative
Pearl Jam,I Am Mine,56.0,0.00394,0.3229999999999999,215333.0,0.728,0.0004469999999999,G,0.102,-5.416,Major,0.0321,161.586,0.489,Alternative
The Story So Far,Framework,41.0,1.8100000000000006e-05,0.3939999999999999,188383.0,0.983,3.6700000000000004e-05,G#,0.135,-3.2460000000000004,Major,0.0893,83.47200000000001,0.384,Alternative
Calle 13,Muerte En Hawaii,68.0,0.789,0.675,189867.0,0.588,0.0,D#,0.95,-7.167999999999998,Major,0.177,,0.879,Alternative
Foo Fighters,Dear Rosemary,54.0,2.05e-05,0.514,266533.0,0.8640000000000001,7.269999999999999e-05,B,0.313,-3.8169999999999997,Minor,0.0378,123.861,0.698,Alternative
Daughtry,Feels Like Tonight,47.0,0.000822,0.483,238701.0,0.907,0.0,F#,0.1169999999999999,-3.1660000000000004,Major,0.045,130.984,0.35200000000000004,Alternative
Black Rebel Motorcycle Club,Spread Your Love,56.0,0.00987,0.415,225333.0,0.9009999999999999,0.361,D,0.136,-3.1239999999999997,Major,0.0428,128.216,0.424,Alternative
Majid Jordan,U,42.0,0.146,0.517,308178.0,0.488,0.0643,E,0.1009999999999999,-10.431,Minor,0.0903,74.78699999999999,0.0578,Alternative
The Dandy Warhols,Bohemian Like You,62.0,0.00315,0.584,211707.0,0.9309999999999999,0.772,A,0.133,-6.1579999999999995,Major,0.0344,,0.6940000000000001,Alternative
Avenged Sevenfold,Strength of the World,45.0,0.000999,0.3379999999999999,554840.0,0.812,0.000139,C,0.11,-4.816,Major,0.0346,160.03,0.317,Alternative
The Revivalists,Gold To Glass,46.0,0.289,0.6459999999999999,236747.0,0.6459999999999999,1.3000000000000001e-05,G,0.0937,-7.655,Minor,0.14300000000000002,82.47,0.41,Alternative
Chromatics,Time Rider,48.0,0.00259,0.742,283000.0,0.622,0.392,A#,0.0691,-8.231,Major,0.0584,103.098,0.9059999999999999,Alternative
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,58.0,0.0008619999999999,0.266,163693.0,0.831,0.0,E,0.0555,-9.07,Major,0.0453,175.514,0.778,Alternative
The Story So Far,Proper Dose,53.0,1.49e-05,0.449,140461.0,0.976,0.00367,F,0.102,-3.853,Minor,0.0625,104.08,0.513,Alternative
Slayer,Raining Blood,59.0,0.0005200000000000001,0.295,254400.0,0.995,0.36,C#,0.127,-4.423,Minor,0.2,110.25,0.0376,Alternative
Limp Bizkit,Eat You Alive,51.0,0.000819,0.262,236333.0,0.867,0.000752,E,0.0623,-4.658,Major,0.0851,90.905,0.171,Alternative
Lolo Zouaï,High Highs to Low Lows,56.0,0.401,0.635,234360.0,0.493,0.0,C,0.142,-8.631,Major,0.0741,80.062,0.207,Alternative
,Vor í Vaglaskógi,55.0,0.7440000000000001,0.336,277267.0,0.345,6.01e-06,F,0.182,-6.456,Minor,0.0289999999999999,,0.0756,Alternative
Red,Pieces,47.0,0.344,0.28300000000000003,358373.0,0.354,0.000245,G#,0.0758,-11.552,Minor,0.0288,93.02,0.0644,Alternative
Jhene Aiko,Overstimulated,47.0,0.402,0.425,,0.506,0.00419,C,0.669,-7.652,Minor,0.0338,127.96700000000001,0.0807,Alternative
The Shelters,Rebel Heart,49.0,0.00132,0.392,238924.0,0.884,6.790000000000001e-05,C,0.35,-3.3739999999999997,Major,0.0385,169.123,0.508,Alternative
ODIE,In My Head,48.0,0.79,0.638,225830.0,0.214,0.000989,C,0.147,-13.984000000000002,Major,0.0292,80.98899999999999,0.318,Alternative
Devour the Day,Good Man,43.0,0.000391,0.496,210867.0,0.8270000000000001,0.0008359999999999,F#,0.0524,-5.772,Minor,0.055,82.05,0.47700000000000004,Alternative
DRAMA,Billy,59.0,0.1969999999999999,0.845,213716.0,0.442,0.00543,G#,0.191,-9.698,Minor,0.0332,106.426,0.4039999999999999,Alternative
Dope,Rebel Yell,48.0,0.00011,0.326,,0.9490000000000001,0.18600000000000003,A#,0.275,-4.226,Minor,0.0885,166.946,0.305,Alternative
Masego,Black Love,44.0,0.205,0.3289999999999999,222653.0,0.747,0.000319,A#,0.132,-8.649,Minor,0.371,76.558,0.39,Alternative
Mother Love Bone,Chloe Dancer/Crown Of Thorns,48.0,0.0894,0.353,502040.0,0.36200000000000004,3.3799999999999995e-05,D,0.114,-13.502,Major,0.031,141.285,0.267,Alternative
Thrice,Silhouette,41.0,0.000379,0.565,188120.0,0.9840000000000001,0.0356,G,0.115,-2.595,Minor,0.185,140.007,0.179,Alternative
THEY.,18 Months (feat. Ty Dolla $ign),50.0,0.0566,0.6940000000000001,192707.0,0.504,0.0,F#,0.17800000000000002,-6.881,Major,0.131,98.006,0.605,Alternative
Loudon Wainwright III,Daughter,44.0,0.3289999999999999,0.43700000000000006,212867.0,0.546,0.00043,A,0.12,-8.144,Major,0.0243,90.06700000000001,0.39,Alternative
Avenged Sevenfold,Sidewinder,47.0,0.0018399999999999,0.537,421653.0,0.953,3.53e-05,D,0.3339999999999999,-4.335,Minor,0.0654,123.163,0.397,Alternative
Brent Faiyaz,Why'z it so hard,46.0,0.35100000000000003,0.618,161813.0,0.28800000000000003,0.0,G,0.222,-13.776,Major,0.128,85.99799999999999,0.114,Alternative
NSTASIA,Parachute,43.0,0.53,0.8140000000000001,188962.0,0.48100000000000004,5.91e-06,F,0.129,-6.4479999999999995,Minor,0.1009999999999999,119.008,0.573,Alternative
Two Door Cinema Club,Satellite - Single Edit,48.0,0.0034700000000000004,0.74,,0.698,0.0357,C,0.226,-6.559,Major,0.0386,,0.963,Alternative
Remo Drive,Blue Ribbon,43.0,0.0009789999999999,0.584,143963.0,0.92,9e-06,C#,0.127,-5.9510000000000005,Major,0.0557,138.043,0.565,Alternative
Live,We Deal In Dreams,11.0,0.0162,0.498,235760.0,0.843,7.54e-05,C,0.0864,-6.189,Minor,0.0459,85.696,0.535,Alternative
Three Days Grace,Time of Dying,61.0,0.00105,0.306,186373.0,0.873,0.0,C,0.52,-3.668,Minor,0.0567,198.387,0.452,Alternative
A Tribe Called Quest,Whateva Will Be,48.0,0.253,0.795,172760.0,0.604,1.13e-05,F,0.6409999999999999,-6.124,Minor,0.331,92.51700000000001,0.71,Alternative
As I Lay Dying,Redefined,57.0,4.61e-06,0.461,255031.0,0.9540000000000001,0.518,G,0.0724,-5.003,Major,0.0989,140.079,0.253,Alternative
WATCH THE DUCK,Making Luv To The Beat (feat. T.I. & DJ E-Feezy) - MERCE Remix,56.0,0.0335,0.77,249231.0,0.79,0.0,C,0.0937,-5.007,Major,0.0912,104.06200000000001,0.261,Alternative
LION BABE,Honey Dew,54.0,0.688,0.514,193253.0,0.496,0.00675,A#,0.168,-6.5539999999999985,Minor,0.226,95.512,0.48100000000000004,Alternative
Rews,Shine,45.0,1.8100000000000006e-05,0.5579999999999999,209320.0,0.858,0.18100000000000002,G,0.36200000000000004,-6.068,Major,0.0448,155.99200000000002,0.469,Alternative
Catfish and the Bottlemen,Sidetrack,57.0,0.0011300000000000001,0.5539999999999999,200520.0,0.843,0.0476,B,0.165,-5.569,Minor,0.0489,139.923,0.442,Alternative
Chromatics,I'm On Fire,49.0,0.677,0.621,245133.0,0.42100000000000004,0.35100000000000003,A#,0.0615,-11.834000000000001,Major,0.0286,129.958,0.318,Alternative
Gojira,Born In Winter,47.0,0.0199,0.59,231000.0,0.654,0.721,F,0.107,-7.85,Minor,0.0265,127.99600000000001,0.223,Alternative
Britt Nicole,Through Your Eyes,44.0,0.273,0.655,197080.0,0.937,0.0,B,0.1689999999999999,-2.319,Major,0.1009999999999999,95.98700000000001,0.501,Alternative
Capital Cities,Safe And Sound,73.0,0.000194,0.6559999999999999,192790.0,0.821,0.00232,C,0.1009999999999999,-4.838,Major,0.0325,,0.7909999999999999,Alternative
Young the Giant,Amerika,55.0,0.0141,0.625,,0.7809999999999999,1.17e-06,C,0.0662,-5.756,Major,0.0456,89.98200000000001,0.17800000000000002,Alternative
Skillet,Stars,54.0,0.000376,0.475,225853.0,0.835,7.91e-05,B,0.12300000000000001,-5.3660000000000005,Major,0.0427,74.971,0.473,Alternative
Born Without Bones,Baby,43.0,0.237,0.3879999999999999,297173.0,0.184,0.0165,D#,0.113,-11.225999999999999,Major,0.0299,105.056,0.0588,Alternative
Black Moon,Who Got Da Props,53.0,0.138,0.805,270067.0,0.653,0.0,G#,0.1,-11.251,Minor,0.185,100.34899999999999,0.257,Alternative
Deftones,Rosemary,48.0,0.0185,0.285,413347.0,0.613,0.1,F,0.114,-6.412000000000001,Major,0.0421,126.62799999999999,0.0772,Alternative
Silversun Pickups,Straw Man,44.0,0.00164,0.552,184658.0,0.7859999999999999,0.0115,B,0.244,-6.712999999999999,Minor,0.0367,117.969,0.126,Alternative
